"","proj_type","effective_date","ric","isin","instrument_code","instrument_code_split","instrument_type","strike","price","volume","open_interest","net","bid","ask","implied_volatility","delta","gamma","expiration_date","split_factor_first","split_factor_last","relative_split_factor","latest_split_date","new_strike","status_flag","flag_no_price_cboe","root_opening_price","root_maximum_price","root_minimum_price","root_price","root_volume","SP_run_start","volatility_actual","s_actual","mean_log_variation","remaining_time_actual","calls_prices","puts_prices","greek_delta_call","greek_delta_put","greek_gamma_strip","greek_theta_call","greek_theta_put","greek_vega_strip","greek_rho_call","greek_rho_put","probability_strip","implied_volatility_calculation"
"35","Actual_Valuation",20201030,"AAPL.OQ","US0378331005","AAPL230120P00180000","AAPL230120P00180000","P",180,72.95,0,0,0,76.75,78.5,0.3618,-0.7438,0.0055,20230120,224,224,1,20200831,180,0,0,111.06,111.99,107.72,108.86,190573476,20200701,0.435952072343031,108.86,-0.00187510705978218,2.27777777777778,13.1897360631701,72.4405750202206,0.370133969565904,-0.629866030434096,0.00527211316829018,-6.75011648461705,-1.70679131590554,62.0399561326401,21.1637739076841,-110.107801340999,0.00984230050778723,1.46689587374129
"36","Actual_Valuation",20201102,"AAPL.OQ","US0378331005","AAPL230120P00180000","AAPL230120P00180000","P",180,72.95,0,0,0,76.95,78.7,0.374,-0.7325,0.0054,20230120,224,224,1,20200831,180,0,0,109.11,110.68,107.32,108.77,122866899,20200701,0.419989445362966,108.77,-0.00343278559499983,2.27380952380952,12.1480888467167,71.5089421901901,0.355313134798627,-0.644686865201373,0.00540623251956167,-6.43602684019075,-1.39210123988655,61.0809010765531,20.6948578515632,-110.608285098399,0.00809008977766246,1.46992515064285
"37","Actual_Valuation",20201103,"AAPL.OQ","","AAPL230120P00180000","AAPL230120P00180000","P",180,75.91,1,0,-2.365,75.05,76.95,0.3477,-0.7514,0.0055,20230120,1,224,224,20200831,0.8,0,0,109.660004,111.489998,108.730003,110.440002,107624400,20200701,0.413825576912808,110.440002,-0.00121651706310163,2.26984126984127,12.3386501757677,70.0495182884708,0.358474470319281,-0.641525529680719,0.00542535135937663,-6.48365259670278,-1.43912649332168,62.1574942233782,21.2846183968532,-110.049699836174,0.00819011698761574,1.50835356548992
"38","Actual_Valuation",20201104,"AAPL.OQ","","AAPL230120P00180000","AAPL230120P00180000","P",180,75.91,0,0,0,71.25,75.5,0.3404,-0.7335,0.0056,20230120,1,224,224,20200831,0.8,0,0,114.139999,115.589996,112.349998,114.949997,138235500,20200701,0.433868689757456,114.949997,-5.651567862305e-05,2.26587301587302,15.3139650294454,68.5348572944688,0.398960676523599,-0.601039323476401,0.0051426835390833,-7.3121892352986,-2.2670625573479,66.8038676021055,23.8611591682227,-107.503940246373,0.0120639807107501,1.42580890658923
"39","Actual_Valuation",20201105,"AAPL.OQ","","AAPL230120P00180000","AAPL230120P00180000","P",180,75.91,0,45,0,68.4,70.3,0.343,-0.7087,0.0056,20230120,1,224,224,20200831,0.8,0,0,117.949997,119.620003,116.870003,119.029999,126387100,20200701,0.450333685301415,119.029999,0.00173521645064479,2.26190476190476,18.1090116220115,67.2699234227294,0.431792200734641,-0.568207799265359,0.00487609219135964,-8.00386642510423,-2.95813910108269,70.3709666375075,26.0049104196613,-105.390574386587,0.0161443660655646,1.35822694046386
"40","Actual_Valuation",20201106,"AAPL.OQ","","AAPL230120P00180000","AAPL230120P00180000","P",180,75.91,0,45,0,68.8,70.45,0.3483,-0.7054,0.0056,20230120,1,224,224,20200831,0.8,0,0,118.32,119.199997,116.129997,118.690002,114457900,20200701,0.446967986414247,118.690002,0.000729878862820856,2.25793650793651,17.6952213699994,67.2161540900699,0.427253527476724,-0.572746472523276,0.00492109898715434,-7.91536039611356,-2.86903235451145,69.9646263671287,25.7954560948072,-105.630016619603,0.0153551516096208,1.36498665210441
"41","Actual_Valuation",20201109,"AAPL.OQ","","AAPL230120P00180000","AAPL230120P00180000","P",180,75.91,0,45,0,70.35,71.7,0.322,-0.748,0.0057,20230120,1,224,224,20200831,0.8,0,0,120.5,121.989998,116.050003,116.32,154515300,20200701,0.392952484266193,116.32,-0.00335785832599353,2.25396825396825,13.0401468126722,64.951107836037,0.370514041500718,-0.629485958499282,0.00550457518261983,-6.65193777133822,-1.60500894063728,65.9660422349118,23.4872482728527,-107.967813167492,0.00770776960909136,1.40585647715105
"42","Actual_Valuation",20201110,"AAPL.OQ","","AAPL230120P00180000","AAPL230120P00180000","P",180,75.91,0,45,0,70.35,71.9,0.3337,-0.7364,0.0057,20230120,1,224,224,20200831,0.8,0,0,115.550003,117.589996,114.129997,115.970001,138023400,20200701,0.383509297400037,115.970001,-0.00216425524837577,2.25,12.2676864999778,64.5486752108627,0.359705709241171,-0.640294290758829,0.00560625439869924,-6.42822200130011,-1.38069230997356,65.0612702360799,23.0124489100359,-108.471800370096,0.00675606452241373,1.41317152828811
"43","Actual_Valuation",20201111,"AAPL.OQ","","AAPL230120P00180000","AAPL230120P00180000","P",180,75.91,0,0,0,67.75,69.4,0.3448,-0.7049,0.0056,20230120,1,224,224,20200831,0.8,0,0,117.190002,119.629997,116.440002,119.489998,112295000,20200701,0.3992398267593,119.489998,-0.000706344642826812,2.24603174603175,14.6189256236856,63.3999484066001,0.392427561995305,-0.607572438004695,0.00537592542969473,-7.08538679819588,-2.03725617470845,68.828149366317,25.222528423001,-106.290506101658,0.00959255039056606,1.35578093940892
"44","Actual_Valuation",20201112,"AAPL.OQ","","AAPL230120P00180000","AAPL230120P00180000","P",180,75.91,0,0,0,68.15,69.75,0.3472,-0.704,0.0056,20230120,1,224,224,20200831,0.8,0,0,119.620003,120.529999,118.57,119.209999,103162300,20200701,0.399112220731258,119.209999,-0.000625216968584196,2.24206349206349,14.4724960101048,63.5535512498423,0.390440336014087,-0.609559663985913,0.00538735601480383,-7.05978734500567,-2.01105571781354,68.5084241464147,25.0683711187023,-106.473044340905,0.00944658872933679,1.36154352028577
"45","Actual_Valuation",20201113,"AAPL.OQ","","AAPL230120P00180000","AAPL230120P00180000","P",180,75.91,0,0,0,67.65,69.15,0.3379,-0.715,0.0057,20230120,1,224,224,20200831,0.8,0,0,119.440002,119.669998,117.870003,119.260002,81581900,20200701,0.396085757160985,119.260002,0.00010072271241678,2.23809523809524,14.2569535093077,63.3080415909454,0.3877772748346,-0.6122227251654,0.00542043928098583,-7.0071348267814,-1.95780212433227,68.3426630485606,25.0062028442544,-106.563187521179,0.00915881623437798,1.36198841341258
"46","Actual_Valuation",20201116,"AAPL.OQ","","AAPL230120P00180000","AAPL230120P00180000","P",180,75.91,0,45,0,66.7,68.3,0.3426,-0.7037,0.0057,20230120,1,224,224,20200831,0.8,0,0,118.919998,120.989998,118.150002,120.300003,91183000,20200701,0.385433123207618,120.300003,0.0018285442734997,2.23412698412698,13.9008536711198,61.931978980019,0.383968158659877,-0.616031841340123,0.00551105280852779,-6.89297293471778,-1.84303908545081,68.6788061467198,25.2438977406298,-106.353059776733,0.00846937883052967,1.34658728766156
"47","Actual_Valuation",20201117,"AAPL.OQ","","AAPL230120P00180000","AAPL230120P00180000","P",180,0,0,45,0,0,0,0,0,0,20230120,1,224,224,20200831,0.8,0,0,119.550003,120.669998,118.959999,119.389999,74271000,20200701,0.384454002666117,119.389999,0.000793600031776804,2.23015873015873,13.4603403290567,62.4215102508626,0.377710173709786,-0.622289826290214,0.00554446342437328,-6.78959038380267,-1.7390553161485,67.7603408010524,24.7331816122933,-106.890933573073,0.00794295795961164,0.0559633399551853
"48","Actual_Valuation",20201118,"AAPL.OQ","","AAPL230120P00180000","AAPL230120P00180000","P",180,68.2,3,45,0,68.7,70.05,0.3323,-0.7287,0.0057,20230120,1,224,224,20200831,0.8,0,0,118.610001,119.82,118,118.029999,76322100,20200701,0.386238450498899,118.029999,0.000493830751174471,2.22619047619048,13.044069980603,63.3852829012449,0.371351258532963,-0.628648741467037,0.00555750684046634,-6.69851366042317,-1.64737730280392,66.5706257758541,24.0722369719544,-107.578624662201,0.00763914943506938,1.23528969476978
"49","Actual_Valuation",20201119,"AAPL.OQ","","AAPL230120P00180000","AAPL230120P00180000","P",180,68.2,0,45,0,68.1,69.55,0.3392,-0.7173,0.0057,20230120,1,224,224,20200831,0.8,0,0,117.589996,119.059998,116.809998,118.639999,74113000,20200701,0.384740042969069,118.639999,0.00123304982172362,2.22222222222222,13.1444294936947,62.8956877993859,0.37303599285738,-0.62696400714262,0.00556349163062356,-6.72919148817529,-1.67745376900456,66.952158526717,24.3291412057894,-107.348053917373,0.00770214600332342,1.2277960529032
"50","Actual_Valuation",20201120,"AAPL.OQ","","AAPL230120P00180000","AAPL230120P00180000","P",180,68.2,0,45,0,69.15,70.75,0.34,-0.7245,0.0057,20230120,1,224,224,20200831,0.8,0,0,118.639999,118.769997,117.290001,117.339996,73604300,20200701,0.386281977942272,117.339996,0.000989788771800191,2.21825396825397,12.7393711869884,63.8106802642263,0.366779396549824,-0.633220603450176,0.00557690541617003,-6.63776427617888,-1.58542512386175,65.796248281633,23.6944286947008,-108.008685211826,0.00740284648099909,1.24749803541883
"51","Actual_Valuation",20201123,"AAPL.OQ","","AAPL230120P00180000","AAPL230120P00180000","P",180,68.2,0,45,0,71.3,73,0.338,-0.7469,0.0057,20230120,1,224,224,20200831,0.8,0,0,117.18,117.620003,113.75,113.849998,127959300,20200701,0.401096433883157,113.849998,-0.00052425207693005,2.21428571428571,12.4014138394873,66.9827710750535,0.360260259180331,-0.639739740819669,0.00550703392267711,-6.60027078419936,-1.54733012713237,63.3966435294769,22.3789155297709,-109.349700703312,0.00762179853291312,1.30076681950505
"52","Actual_Valuation",20201124,"AAPL.OQ","","AAPL230120P00180000","AAPL230120P00180000","P",180,68.2,0,45,0,70.35,71.8,0.3282,-0.7516,0.0057,20230120,1,224,224,20200831,0.8,0,0,113.910004,115.849998,112.589996,115.169998,113874200,20200701,0.400336695758701,115.169998,-0.000616999680060506,2.21031746031746,12.8060562910316,66.0874660719918,0.366452879805048,-0.633547120194952,0.00549071558730341,-6.71812686547351,-1.66458463204471,64.4447764706208,22.9937977106413,-108.759902635705,0.00791890437740395,1.28185483188537
"53","Actual_Valuation",20201127,"AAPL.OQ","","AAPL230120P00180000","AAPL230120P00180000","P",180,68.2,0,45,0,69.5,71.1,0.3398,-0.7314,0.0057,20230120,1,224,224,20200831,0.8,0,0,116.57,117.489998,116.220001,116.589996,46691300,20200701,0.364025099576292,116.589996,0.00236665454102285,2.20634920634921,10.9583973199227,62.8398640336268,0.34075148062224,-0.65924851937776,0.00581706992222358,-6.10222868046427,-1.04808479905315,63.5085853656549,22.5037480905386,-109.274616393958,0.00517933321247332,1.26193908566193
"54","Actual_Valuation",20201130,"AAPL.OQ","","AAPL230120P00180000","AAPL230120P00180000","P",180,68.2,0,45,0,66.5,71,0.3324,-0.7248,0.0058,20230120,1,224,224,20200831,0.8,0,0,116.970001,120.970001,116.809998,119.050003,169410200,20200701,0.349433947233015,119.050003,0.00159163626810827,2.20238095238095,10.8365211042337,60.2780381383157,0.340714608846639,-0.659285391153361,0.00593984861641951,-6.03142662407325,-0.97668102305079,64.7875764655282,23.2528350429511,-108.549771837413,0.00448092871004302,1.22777887591665
"55","Actual_Valuation",20201201,"AAPL.OQ","","AAPL230120P00180000","AAPL230120P00180000","P",180,68.2,0,0,0,65.7,67.25,0.3499,-0.6868,0.0056,20230120,1,224,224,20200831,0.8,0,0,121.010002,123.470001,120.010002,122.720001,127728200,20200701,0.288852174432637,122.720001,0.00599213463807611,2.1984126984127,8.10580894201689,53.8973876843952,0.299355166445323,-0.700644833554677,0.00660885970037105,-5.01113416154223,0.0442132307291203,63.2036410214822,22.3980450863269,-109.428380675091,0.00148309440750449,1.17887313217917
"56","Actual_Valuation",20201202,"AAPL.OQ","","AAPL230120P00180000","AAPL230120P00180000","P",180,66.87,3,48,0.295,65.45,66.9,0.3494,-0.6853,0.0057,20230120,1,224,224,20200831,0.8,0,0,122.019997,123.370003,120.889999,123.080002,89004200,20200701,0.288025992363974,123.080002,0.00617995027988374,2.19444444444444,8.14153382280403,53.5931736616814,0.300393227167121,-0.699606772832879,0.00662477617984999,-5.02766864604876,0.0282806091175543,63.4311333940508,22.555671587253,-109.294147762497,0.00147429706837454,1.1522005152765
"57","Actual_Valuation",20201203,"AAPL.OQ","","AAPL230120P00180000","AAPL230120P00180000","P",180,66.87,0,0,0,65.5,66.9,0.3485,-0.6872,0.0057,20230120,1,224,224,20200831,0.8,0,0,123.519997,123.779999,122.209999,122.940002,78967600,20200701,0.28710848521328,122.940002,0.00536120212878133,2.19047619047619,8.02173013998236,53.6334344638457,0.298013197652846,-0.701986802347154,0.00663554338497819,-4.99204742135171,0.0645037683641876,63.0735811155013,22.3888172576022,-109.483968604456,0.00139280004361098,1.15510089907986
"58","Actual_Valuation",20201204,"AAPL.OQ","","AAPL230120P00180000","AAPL230120P00180000","P",180,66.75,1,48,0.475,65.9,67.35,0.3478,-0.6923,0.0057,20230120,1,224,224,20200831,0.8,0,0,122.599998,122.860001,121.519997,122.25,78260400,20200701,0.259807988024711,122.25,0.00307854516220471,2.18650793650794,6.14726826527399,52.4690414628947,0.259711307539121,-0.740288692460879,0.00690253252716066,-4.24969183151221,0.807461364416408,58.601637985266,20.0320725185475,-111.86325099109,0.000496552938330064,1.16307658555664
"59","Actual_Valuation",20201207,"AAPL.OQ","","AAPL230120P00180000","AAPL230120P00180000","P",180,65.8500022888,3,49,-1.545,64.9,66.45,0.3518,-0.6799,0.0056,20230120,1,224,224,20200831,0.8,0,0,122.309998,124.57,122.25,123.75,86712000,20200701,0.235545828809553,123.75,0.00194439238351271,2.18253968253968,5.10689394507208,49.9487364055058,0.2374247205035,-0.7625752794965,0.00717658817156602,-3.77703487511366,1.28072039869935,56.4996824307181,18.9939111855878,-112.923519312773,0.000179215127815491,1.12954015220994
"60","Actual_Valuation",20201208,"AAPL.OQ","","AAPL230120P00180000","AAPL230120P00180000","P",180,65.8500022888,6,49,-0.8,64.5,66,0.3426,-0.6866,0.0057,20230120,1,224,224,20200831,0.8,0,0,124.370003,124.980003,123.089996,124.379997,82225500,20200701,0.235106283420903,124.379997,0.00234131513185381,2.17857142857143,5.21750019169778,49.4494173042848,0.240942129934361,-0.759057870065639,0.00721787283020411,-3.82861785369821,1.2297395696794,57.1934572763563,19.3676059741771,-112.57149905449,0.000184865720924798,1.12274084232696
"61","Actual_Valuation",20201209,"AAPL.OQ","","AAPL230120P00180000","AAPL230120P00180000","P",180,66.6749992371,0,52,0,66.05,67.5,0.3412,-0.7035,0.0057,20230120,1,224,224,20200831,0.8,0,0,124.529999,125.949997,121,121.779999,115089200,20200701,0.23627896672322,121.779999,0.00229355580918448,2.17460317460317,4.6639366803942,51.5159258347591,0.223632001281124,-0.776367998718876,0.00704368590794804,-3.59299514111356,1.46596450351738,53.6731389374377,17.6617783562936,-114.29856693925,0.000153855729734143,1.17126174189843
"62","Actual_Valuation",20201210,"AAPL.OQ","","AAPL230120P00180000","AAPL230120P00180000","P",180,65.7999992371,0,52,0,65.1,66.55,0.3455,-0.6903,0.0057,20230120,1,224,224,20200831,0.8,0,0,120.5,123.870003,120.150002,123.239998,81312200,20200701,0.237696131707682,123.239998,0.0030401055954219,2.17063492063492,5.06212699729205,50.474193583344,0.235550980136373,-0.764449019863627,0.00712949464824907,-3.7779931988873,1.28156873869425,55.8690146829936,18.7558649635694,-113.225284524946,0.000189987230363786,1.13838254525975
"63","Actual_Valuation",20201211,"AAPL.OQ","","AAPL230120P00180000","AAPL230120P00180000","P",180,65.7999992371,0,52,0,65.9,67.4,0.3528,-0.6875,0.0056,20230120,1,224,224,20200831,0.8,0,0,122.43,122.760002,120.550003,122.410004,86939800,20200701,0.21856639067732,122.410004,0.00120717148203146,2.16666666666667,3.84595127260615,50.1080906805388,0.201691326805007,-0.798308673194993,0.0071449189843446,-3.18251140331867,1.87765289891931,50.6998431144303,16.3116371095316,-115.689878682098,5.40116374760924e-05,1.15007539178291
"64","Actual_Valuation",20201214,"AAPL.OQ","","AAPL230120P00180000","AAPL230120P00180000","P",180,66.6750030518,0,52,0,66.15,67.45,0.3413,-0.7047,0.0057,20230120,1,224,224,20200831,0.8,0,0,122.599998,123.349998,121.540001,121.779999,79184500,20200701,0.219358178022161,121.779999,0.00106647473137733,2.16269841269841,3.74731327987241,50.659538900164,0.197985572823027,-0.802014427176973,0.00708307548543465,-3.13817007007103,1.92259666853772,49.833752874242,15.9367239945999,-116.084718388839,5.23982153320945e-05,1.17463601041456
"65","Actual_Valuation",20201215,"AAPL.OQ","","AAPL230120P00180000","AAPL230120P00180000","P",180,63,0,52,0,62.1,63.5,0.3499,-0.6614,0.0056,20230120,1,224,224,20200831,0.8,0,0,124.339996,127.900002,124.129997,127.879997,157243700,20200701,0.274652725406503,127.879997,0.00348931501335525,2.15873015873016,8.56315712316234,49.3954683465756,0.31386773401905,-0.68613226598095,0.00687327072188914,-5.18664812366814,-0.125278876965742,66.6424502962679,24.7112555181499,-107.329671918837,0.00118355751569899,1.03987803309256
"66","Actual_Valuation",20201216,"AAPL.OQ","","AAPL230120P00180000","AAPL230120P00180000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,127.410004,128.369995,126.559998,127.809998,98208600,20200701,0.274309945578448,127.809998,0.00302780612885529,2.1547619047619,127.809998,0,1,0,0,0,0,0,0,0,0.00114642292565692,NA
"67","Actual_Valuation",20201217,"AAPL.OQ","","AAPL230120P00180000","AAPL230120P00180000","P",180,62.3999996185,0,52,0,61.7,63.05,0.3501,-0.6566,0.0056,20230120,1,224,224,20200831,0.8,0,0,128.899994,129.580002,128.039993,128.699997,94359800,20200701,0.27181669818033,128.699997,0.00375443271553356,2.15079365079365,8.59033164337058,48.6428172464544,0.315480680864551,-0.684519319135449,0.00692862840489108,-5.19997781702396,-0.137403338931448,67.0933106099498,25.0550574187279,-107.023508175131,0.00112574713213232,1.02321112461658
"68","Actual_Valuation",20201218,"AAPL.OQ","","AAPL230120P00180000","AAPL230120P00180000","P",180,62.3999996185,0,52,0,63.1,64.55,0.3528,-0.6658,0.0056,20230120,1,224,224,20200831,0.8,0,0,128.960007,129.100006,126.120003,126.660004,192541500,20200701,0.275430600124792,126.660004,0.00352837708501689,2.1468253968254,8.17559377384679,50.2881631540487,0.305201331798864,-0.694798668201136,0.006854739966206,-5.08566838675462,-0.0224911853485583,65.0247800796993,23.8573565798099,-108.23935843579,0.00109450834563884,1.04734320703614
"69","Actual_Valuation",20201221,"AAPL.OQ","","AAPL230120P00180000","AAPL230120P00180000","P",180,63.7500019073,0,52,0,62.45,64.15,0.3662,-0.645,0.0055,20230120,1,224,224,20200831,0.8,0,0,125.019997,128.309998,123.449997,128.229996,121251600,20200701,0.277074072630194,128.229996,0.00388659029381297,2.14285714285714,8.75222135873561,49.3148919079572,0.317451092236527,-0.682548907763473,0.00685279011720092,-5.28385858330551,-0.220078586828862,66.9014908083516,25.010886217445,-107.103529318444,0.00127326612863543,1.05184524285694
"70","Actual_Valuation",20201222,"AAPL.OQ","","AAPL230120P00180000","AAPL230120P00180000","P",180,61.3500003815,4,54,-2.45,60.45,61.9,0.3649,-0.6267,0.0055,20230120,1,224,224,20200831,0.8,0,0,131.610001,134.410004,129.649994,131.880005,168904800,20200701,0.283506035044829,131.880005,0.00584083933540215,2.13888888888889,10.3915650438726,47.3243221543002,0.348949507306197,-0.651050492693803,0.00676640244201457,-5.79828384741221,-0.733900984099385,71.361877407214,27.8863600039087,-104.245305296102,0.0019681417326064,0.975440116623226
